Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,8,28,100,8,4,100,31,16
2,move,"move 9 27",1,121,350,150,9,27,100,8,4,100,31,16
3,move,"move 9 5",2,126,350,150,9,27,100,9,5,100,31,16
4,move,"move 30 17",3,131,350,150,9,27,100,9,5,100,30,17
5,dig,"dig 10 26",1,138,350,150,9,27,100,9,5,100,30,17
6,dig,"dig 10 6",2,145,350,150,9,27,100,9,5,100,30,17
7,dig,"dig 29 17",3,152,350,150,9,27,100,9,5,100,30,17
8,move,"move 10 26",1,157,350,150,10,26,100,9,5,100,30,17
9,move,"move 10 6",2,162,350,150,10,26,100,10,6,100,30,17
10,move,"move 29 17",3,167,350,150,10,26,100,10,6,100,29,17
11,move,"move 11 25",1,172,350,150,11,25,100,10,6,100,29,17
12,move,"move 11 7",2,177,350,150,11,25,100,11,7,100,29,17
13,move,"move 28 17",3,182,350,150,11,25,100,11,7,100,28,17
14,move,"move 12 24",1,187,350,150,12,24,100,11,7,100,28,17
15,dig,"dig 12 8",2,194,350,150,12,24,100,11,7,100,28,17
16,move,"move 27 17",3,199,350,150,12,24,100,11,7,100,27,17
17,move,"move 13 23",1,204,350,150,13,23,100,11,7,100,27,17
18,move,"move 12 8",2,209,350,150,13,23,100,12,8,100,27,17
19,dig,"dig 26 17",3,216,350,150,13,23,100,12,8,100,27,17
20,move,"move 14 22",1,221,350,150,14,22,100,12,8,100,27,17
21,dig,"dig 13 9",2,228,350,150,14,22,100,12,8,100,27,17
22,move,"move 26 17",3,233,350,150,14,22,100,12,8,100,26,17
23,dig,"dig 15 21",1,240,350,150,14,22,100,12,8,100,26,17
24,move,"move 13 9",2,245,350,150,14,22,100,13,9,100,26,17
25,dig,"dig 25 17",3,252,350,150,14,22,100,13,9,100,26,17
26,move,"move 15 21",1,257,350,150,15,21,100,13,9,100,26,17
27,dig,"dig 14 10",2,264,350,150,15,21,100,13,9,100,26,17
28,move,"move 25 17",3,269,350,150,15,21,100,13,9,100,25,17
29,dig,"dig 16 20",1,276,350,150,15,21,100,13,9,100,25,17
30,move,"move 14 10",2,281,350,150,15,21,100,14,10,100,25,17
31,move,"move 24 17",3,286,350,150,15,21,100,14,10,100,24,17
32,move,"move 16 20",1,291,350,150,16,20,100,14,10,100,24,17
33,dig,"dig 14 11",2,296,343,150,16,20,100,14,10,93,24,17
34,dig,"dig 23 17",3,303,343,150,16,20,100,14,10,93,24,17
35,dig,"dig 17 19",1,308,336,150,16,20,100,14,10,86,24,17
36,move,"move 14 11",2,313,336,150,16,20,100,14,11,86,24,17
37,move,"move 23 17",3,318,336,150,16,20,100,14,11,86,23,17
38,move,"move 17 19",1,323,336,150,17,19,100,14,11,86,23,17
39,dig,"dig 14 12",2,330,336,150,17,19,100,14,11,86,23,17
40,dig,"dig 22 17",3,337,336,150,17,19,100,14,11,86,23,17
41,dig,"dig 18 18",1,344,336,150,17,19,100,14,11,86,23,17
42,move,"move 14 12",2,349,336,150,17,19,100,14,12,86,23,17
43,move,"move 22 17",3,354,336,150,17,19,100,14,12,86,22,17
44,move,"move 18 18",1,359,336,150,18,18,100,14,12,86,22,17
45,dig,"dig 14 13",2,366,336,150,18,18,100,14,12,86,22,17
46,dig,"dig 21 17",3,373,336,150,18,18,100,14,12,86,22,17
47,move,"move 18 17",1,381,346,160,18,17,100,14,12,86,22,17
48,move,"move 14 13",2,386,346,160,18,17,100,14,13,86,22,17
49,move,"move 21 16",3,391,346,160,18,17,100,14,13,86,21,16
50,dig,"dig 17 16",1,398,346,160,18,17,100,14,13,86,21,16
51,dig,"dig 14 14",2,405,346,160,18,17,100,14,13,86,21,16
52,move,"move 20 15",3,410,346,160,18,17,100,14,13,86,20,15
53,move,"move 17 16",1,415,346,160,17,16,100,14,13,86,20,15
54,move,"move 14 14",2,420,346,160,17,16,100,14,14,86,20,15
