Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,4,100,24,28,100,1,16
2,move,"move 23 5",1,121,350,150,23,5,100,24,28,100,1,16
3,move,"move 24 27",2,126,350,150,23,5,100,24,27,100,1,16
4,move,"move 2 16",3,131,350,150,23,5,100,24,27,100,2,16
5,dig,"dig 22 5",1,138,350,150,23,5,100,24,27,100,2,16
6,dig,"dig 23 26",2,145,350,150,23,5,100,24,27,100,2,16
7,dig,"dig 3 16",3,152,350,150,23,5,100,24,27,100,2,16
8,dig,"dig 22 6",1,159,350,150,23,5,100,24,27,100,2,16
9,move,"move 23 27",2,164,350,150,23,5,100,23,27,100,2,16
10,move,"move 3 16",3,169,350,150,23,5,100,23,27,100,3,16
11,move,"move 22 6",1,174,350,150,22,6,100,23,27,100,3,16
12,dig,"dig 22 26",2,181,350,150,22,6,100,23,27,100,3,16
13,dig,"dig 4 16",3,188,350,150,22,6,100,23,27,100,3,16
14,move,"move 21 7",1,193,350,150,21,7,100,23,27,100,3,16
15,dig,"dig 22 27",2,200,350,150,21,7,100,23,27,100,3,16
16,move,"move 4 16",3,205,350,150,21,7,100,23,27,100,4,16
17,dig,"dig 20 8",1,212,350,150,21,7,100,23,27,100,4,16
18,move,"move 23 26",2,217,350,150,21,7,100,23,26,100,4,16
19,move,"move 5 16",3,222,350,150,21,7,100,23,26,100,5,16
20,move,"move 20 8",1,227,350,150,20,8,100,23,26,100,5,16
21,move,"move 22 25",2,232,350,150,20,8,100,22,25,100,5,16
22,dig,"dig 6 16",3,239,350,150,20,8,100,22,25,100,5,16
23,dig,"dig 19 8",1,246,350,150,20,8,100,22,25,100,5,16
24,dig,"dig 21 25",2,253,350,150,20,8,100,22,25,100,5,16
25,move,"move 6 16",3,258,350,150,20,8,100,22,25,100,6,16
26,dig,"dig 19 9",1,265,350,150,20,8,100,22,25,100,6,16
27,move,"move 21 24",2,270,350,150,20,8,100,21,24,100,6,16
28,dig,"dig 7 16",3,277,350,150,20,8,100,21,24,100,6,16
29,move,"move 19 8",1,282,350,150,19,8,100,21,24,100,6,16
30,dig,"dig 20 23",2,289,350,150,19,8,100,21,24,100,6,16
31,move,"move 7 16",3,294,350,150,19,8,100,21,24,100,7,16
32,dig,"dig 18 9",1,301,350,150,19,8,100,21,24,100,7,16
33,move,"move 20 25",2,306,350,150,19,8,100,20,25,100,7,16
34,move,"move 8 16",3,311,350,150,19,8,100,20,25,100,8,16
35,move,"move 20 8",1,316,350,150,20,8,100,20,25,100,8,16
36,move,"move 20 26",2,321,350,150,20,8,100,20,26,100,8,16
37,move,"move 9 16",3,326,350,150,20,8,100,20,26,100,9,16
38,dig,"dig 20 9",1,333,350,150,20,8,100,20,26,100,9,16
39,move,"move 19 26",2,338,350,150,20,8,100,19,26,100,9,16
40,move,"move 20 7",1,343,350,150,20,7,100,19,26,100,9,16
41,move,"move 9 17",3,348,350,150,20,7,100,19,26,100,9,17
42,move,"move 19 8",1,353,350,150,19,8,100,19,26,100,9,17
43,move,"move 18 26",2,358,350,150,19,8,100,18,26,100,9,17
44,move,"move 8 18",3,363,350,150,19,8,100,18,26,100,8,18
45,dig,"dig 18 8",1,370,350,150,19,8,100,18,26,100,8,18
46,dig,"dig 17 26",2,377,350,150,19,8,100,18,26,100,8,18
47,dig,"dig 19 7",1,384,350,150,19,8,100,18,26,100,8,18
48,move,"move 17 26",2,389,350,150,19,8,100,17,26,100,8,18
49,move,"move 9 18",3,394,350,150,19,8,100,17,26,100,9,18
50,move,"move 18 8",1,399,350,150,18,8,100,17,26,100,9,18
51,dig,"dig 17 25",2,406,350,150,18,8,100,17,26,100,9,18
52,move,"move 18 9",1,411,350,150,18,9,100,17,26,100,9,18
53,dig,"dig 16 26",2,418,350,150,18,9,100,17,26,100,9,18
54,move,"move 9 17",3,423,350,150,18,9,100,17,26,100,9,17
55,dig,"dig 17 10",1,430,350,150,18,9,100,17,26,100,9,17
56,dig,"dig 16 25",2,437,350,150,18,9,100,17,26,100,9,17
57,move,"move 10 16",3,442,350,150,18,9,100,17,26,100,10,16
58,move,"move 17 10",1,447,350,150,17,10,100,17,26,100,10,16
59,move,"move 16 26",2,452,350,150,17,10,100,16,26,100,10,16
60,move,"move 11 16",3,451,330,130,17,10,100,16,26,100,11,16
61,invalid,"invalid",1,444,322,122,17,10,100,16,26,100,11,16
62,move,"move 16 25",2,446,314,114,17,10,100,16,25,100,11,16
63,move,"move 10 15",3,449,306,106,17,10,100,16,25,100,10,15
64,invalid,"invalid",1,442,298,98,17,10,100,16,25,100,10,15
65,move,"move 16 24",2,444,290,90,17,10,100,16,24,100,10,15
66,move,"move 11 16",3,449,290,90,17,10,100,16,24,100,11,16
67,move,"move 18 11",1,454,290,90,18,11,100,16,24,100,11,16
68,dig,"dig 16 23",2,455,270,70,18,11,100,16,24,100,11,16
