Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,28,100,1,16,100,24,4
2,move,"move 23 28",1,121,350,150,23,28,100,1,16,100,24,4
3,move,"move 2 15",2,126,350,150,23,28,100,2,15,100,24,4
4,move,"move 23 4",3,131,350,150,23,28,100,2,15,100,23,4
5,dig,"dig 22 29",1,138,350,150,23,28,100,2,15,100,23,4
6,dig,"dig 3 14",2,145,350,150,23,28,100,2,15,100,23,4
7,dig,"dig 22 4",3,152,350,150,23,28,100,2,15,100,23,4
8,dig,"dig 22 27",1,159,350,150,23,28,100,2,15,100,23,4
9,dig,"dig 3 16",2,166,350,150,23,28,100,2,15,100,23,4
10,dig,"dig 22 3",3,173,350,150,23,28,100,2,15,100,23,4
11,move,"move 22 27",1,178,350,150,22,27,100,2,15,100,23,4
12,dig,"dig 1 14",2,185,350,150,22,27,100,2,15,100,23,4
13,dig,"dig 22 5",3,192,350,150,22,27,100,2,15,100,23,4
14,dig,"dig 21 27",1,199,350,150,22,27,100,2,15,100,23,4
15,move,"move 3 16",2,204,350,150,22,27,100,3,16,100,23,4
16,move,"move 23 3",3,209,350,150,22,27,100,3,16,100,23,3
17,dig,"dig 21 26",1,216,350,150,22,27,100,3,16,100,23,3
18,dig,"dig 3 17",2,223,350,150,22,27,100,3,16,100,23,3
19,dig,"dig 23 2",3,230,350,150,22,27,100,3,16,100,23,3
20,dig,"dig 23 26",1,237,350,150,22,27,100,3,16,100,23,3
21,dig,"dig 4 16",2,244,350,150,22,27,100,3,16,100,23,3
22,dig,"dig 24 2",3,251,350,150,22,27,100,3,16,100,23,3
23,dig,"dig 22 26",1,258,350,150,22,27,100,3,16,100,23,3
24,dig,"dig 3 15",2,265,350,150,22,27,100,3,16,100,23,3
25,dig,"dig 22 2",3,272,350,150,22,27,100,3,16,100,23,3
26,dig,"dig 21 28",1,279,350,150,22,27,100,3,16,100,23,3
27,dig,"dig 4 17",2,286,350,150,22,27,100,3,16,100,23,3
28,move,"move 24 4",3,291,350,150,22,27,100,3,16,100,24,4
29,dig,"dig 22 28",1,298,350,150,22,27,100,3,16,100,24,4
30,move,"move 4 16",2,303,350,150,22,27,100,4,16,100,24,4
31,move,"move 23 5",3,308,350,150,22,27,100,4,16,100,23,5
32,move,"move 22 28",1,313,350,150,22,28,100,4,16,100,23,5
33,dig,"dig 5 15",2,320,350,150,22,28,100,4,16,100,23,5
34,dig,"dig 24 6",3,327,350,150,22,28,100,4,16,100,23,5
35,move,"move 22 29",1,332,350,150,22,29,100,4,16,100,23,5
36,dig,"dig 5 16",2,339,350,150,22,29,100,4,16,100,23,5
37,dig,"dig 23 6",3,346,350,150,22,29,100,4,16,100,23,5
38,dig,"dig 23 30",1,353,350,150,22,29,100,4,16,100,23,5
39,move,"move 4 17",2,358,350,150,22,29,100,4,17,100,23,5
40,move,"move 24 6",3,363,350,150,22,29,100,4,17,100,24,6
41,move,"move 21 30",1,368,350,150,21,30,100,4,17,100,24,6
42,dig,"dig 4 18",2,375,350,150,21,30,100,4,17,100,24,6
43,dig,"dig 23 7",3,382,350,150,21,30,100,4,17,100,24,6
44,dig,"dig 20 30",1,389,350,150,21,30,100,4,17,100,24,6
45,dig,"dig 5 18",2,396,350,150,21,30,100,4,17,100,24,6
46,move,"move 25 7",3,401,350,150,21,30,100,4,17,100,25,7
47,dig,"dig 20 31",1,408,350,150,21,30,100,4,17,100,25,7
48,dig,"dig 3 18",2,415,350,150,21,30,100,4,17,100,25,7
49,dig,"dig 26 6",3,422,350,150,21,30,100,4,17,100,25,7
50,move,"move 20 31",1,427,350,150,20,31,100,4,17,100,25,7
51,dig,"dig 5 17",2,434,350,150,20,31,100,4,17,100,25,7
52,dig,"dig 25 8",3,441,350,150,20,31,100,4,17,100,25,7
53,dig,"dig 20 32",1,448,350,150,20,31,100,4,17,100,25,7
54,move,"move 4 16",2,453,350,150,20,31,100,4,16,100,25,7
55,dig,"dig 26 7",3,460,350,150,20,31,100,4,16,100,25,7
56,dig,"dig 19 30",1,467,350,150,20,31,100,4,16,100,25,7
