Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,133,400,150,24,28,150,1,16,100,24,4
2,move,"move 24 3",3,138,400,150,24,28,150,1,16,100,24,3
3,move,"move 24 27",1,143,400,150,24,27,150,1,16,100,24,3
4,move,"move 1 15",2,148,400,150,24,27,150,1,15,100,24,3
5,dig,"dig 24 2",3,155,400,150,24,27,150,1,15,100,24,3
6,dig,"dig 24 26",1,162,400,150,24,27,150,1,15,100,24,3
7,dig,"dig 1 14",2,169,400,150,24,27,150,1,15,100,24,3
8,dig,"dig 25 2",3,176,400,150,24,27,150,1,15,100,24,3
9,dig,"dig 25 26",1,183,400,150,24,27,150,1,15,100,24,3
10,dig,"dig 2 14",2,190,400,150,24,27,150,1,15,100,24,3
11,dig,"dig 23 2",3,197,400,150,24,27,150,1,15,100,24,3
12,move,"move 24 2",3,202,400,150,24,27,150,1,15,100,24,2
13,dig,"dig 23 26",1,209,400,150,24,27,150,1,15,100,24,2
14,dig,"dig 0 14",2,216,400,150,24,27,150,1,15,100,24,2
15,dig,"dig 24 1",3,223,400,150,24,27,150,1,15,100,24,2
16,move,"move 24 26",1,228,400,150,24,26,150,1,15,100,24,2
17,move,"move 1 14",2,233,400,150,24,26,150,1,14,100,24,2
18,dig,"dig 23 1",3,240,400,150,24,26,150,1,14,100,24,2
19,dig,"dig 24 25",1,247,400,150,24,26,150,1,14,100,24,2
20,dig,"dig 2 13",2,254,400,150,24,26,150,1,14,100,24,2
21,move,"move 24 1",3,259,400,150,24,26,150,1,14,100,24,1
22,dig,"dig 25 25",1,266,400,150,24,26,150,1,14,100,24,1
23,move,"move 1 13",2,271,400,150,24,26,150,1,13,100,24,1
24,move,"move 25 2",3,276,400,150,24,26,150,1,13,100,25,2
25,move,"move 24 25",1,281,400,150,24,25,150,1,13,100,25,2
26,dig,"dig 1 12",2,288,400,150,24,25,150,1,13,100,25,2
27,dig,"dig 26 3",3,295,400,150,24,25,150,1,13,100,25,2
28,dig,"dig 25 24",1,302,400,150,24,25,150,1,13,100,25,2
29,dig,"dig 2 12",2,309,400,150,24,25,150,1,13,100,25,2
30,move,"move 26 3",3,314,400,150,24,25,150,1,13,100,26,3
31,move,"move 24 24",1,319,400,150,24,24,150,1,13,100,26,3
32,dig,"dig 0 12",2,326,400,150,24,24,150,1,13,100,26,3
33,dig,"dig 26 4",3,333,400,150,24,24,150,1,13,100,26,3
34,dig,"dig 25 23",1,340,400,150,24,24,150,1,13,100,26,3
35,move,"move 1 12",2,345,400,150,24,24,150,1,12,100,26,3
36,move,"move 27 4",3,350,400,150,24,24,150,1,12,100,27,4
37,move,"move 24 23",1,355,400,150,24,23,150,1,12,100,27,4
38,dig,"dig 1 11",2,362,400,150,24,23,150,1,12,100,27,4
39,dig,"dig 27 5",3,369,400,150,24,23,150,1,12,100,27,4
40,dig,"dig 25 22",1,376,400,150,24,23,150,1,12,100,27,4
41,dig,"dig 2 11",2,383,400,150,24,23,150,1,12,100,27,4
42,dig,"dig 26 5",3,390,400,150,24,23,150,1,12,100,27,4
43,move,"move 24 22",1,395,400,150,24,22,150,1,12,100,27,4
44,dig,"dig 0 11",2,402,400,150,24,22,150,1,12,100,27,4
45,move,"move 28 4",3,407,400,150,24,22,150,1,12,100,28,4
46,dig,"dig 24 21",1,414,400,150,24,22,150,1,12,100,28,4
