Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,133,400,150,31,16,150,8,28,100,8,4
2,move,"move 30 17",1,138,400,150,30,17,150,8,28,100,8,4
3,move,"move 9 27",2,143,400,150,30,17,150,9,27,100,8,4
4,move,"move 9 5",3,148,400,150,30,17,150,9,27,100,9,5
5,dig,"dig 29 17",1,155,400,150,30,17,150,9,27,100,9,5
6,dig,"dig 10 26",2,162,400,150,30,17,150,9,27,100,9,5
7,dig,"dig 10 6",3,169,400,150,30,17,150,9,27,100,9,5
8,move,"move 29 17",1,174,400,150,29,17,150,9,27,100,9,5
9,move,"move 10 26",2,179,400,150,29,17,150,10,26,100,9,5
10,move,"move 10 6",3,184,400,150,29,17,150,10,26,100,10,6
11,dig,"dig 28 17",1,191,400,150,29,17,150,10,26,100,10,6
12,move,"move 11 25",2,196,400,150,29,17,150,11,25,100,10,6
13,move,"move 11 7",3,201,400,150,29,17,150,11,25,100,11,7
14,move,"move 28 17",1,206,400,150,28,17,150,11,25,100,11,7
15,dig,"dig 12 24",2,213,400,150,28,17,150,11,25,100,11,7
16,dig,"dig 12 8",3,220,400,150,28,17,150,11,25,100,11,7
17,move,"move 27 17",1,225,400,150,27,17,150,11,25,100,11,7
18,move,"move 12 24",2,230,400,150,27,17,150,12,24,100,11,7
19,move,"move 12 8",3,235,400,150,27,17,150,12,24,100,12,8
20,move,"move 26 17",1,240,400,150,26,17,150,12,24,100,12,8
21,dig,"dig 13 23",2,247,400,150,26,17,150,12,24,100,12,8
22,dig,"dig 13 9",3,254,400,150,26,17,150,12,24,100,12,8
23,move,"move 25 17",1,259,400,150,25,17,150,12,24,100,12,8
24,move,"move 13 23",2,264,400,150,25,17,150,13,23,100,12,8
25,move,"move 13 9",3,269,400,150,25,17,150,13,23,100,13,9
26,move,"move 24 17",1,274,400,150,24,17,150,13,23,100,13,9
27,move,"move 14 22",2,279,400,150,24,17,150,14,22,100,13,9
28,dig,"dig 14 10",3,286,400,150,24,17,150,14,22,100,13,9
29,dig,"dig 23 17",1,293,400,150,24,17,150,14,22,100,13,9
30,move,"move 15 21",2,298,400,150,24,17,150,15,21,100,13,9
31,move,"move 14 10",3,303,400,150,24,17,150,15,21,100,14,10
32,move,"move 23 17",1,308,400,150,23,17,150,15,21,100,14,10
33,dig,"dig 16 20",2,315,400,150,23,17,150,15,21,100,14,10
34,move,"move 14 11",3,320,400,150,23,17,150,15,21,100,14,11
35,move,"move 22 17",1,325,400,150,22,17,150,15,21,100,14,11
36,move,"move 16 20",2,330,400,150,22,17,150,16,20,100,14,11
37,move,"move 14 12",3,335,400,150,22,17,150,16,20,100,14,12
38,move,"move 21 17",1,340,400,150,21,17,150,16,20,100,14,12
39,dig,"dig 17 19",2,347,400,150,21,17,150,16,20,100,14,12
40,move,"move 14 13",3,352,400,150,21,17,150,16,20,100,14,13
41,move,"move 20 17",1,357,400,150,20,17,150,16,20,100,14,13
42,move,"move 17 19",2,362,400,150,20,17,150,17,19,100,14,13
43,dig,"dig 14 14",3,369,400,150,20,17,150,17,19,100,14,13
44,dig,"dig 19 17",1,376,400,150,20,17,150,17,19,100,14,13
45,dig,"dig 18 18",2,383,400,150,20,17,150,17,19,100,14,13
46,move,"move 14 14",3,388,400,150,20,17,150,17,19,100,14,14
47,move,"move 19 17",1,393,400,150,19,17,150,17,19,100,14,14
48,move,"move 18 18",2,398,400,150,19,17,150,18,18,100,14,14
49,move,"move 14 15",3,406,410,150,19,17,150,18,18,110,14,15
50,move,"move 18 17",1,415,420,160,18,17,150,18,18,110,14,15
51,dig,"dig 19 19",2,422,420,160,18,17,150,18,18,110,14,15
52,dig,"dig 15 16",3,429,420,160,18,17,150,18,18,110,14,15
53,dig,"dig 19 18",1,436,420,160,18,17,150,18,18,110,14,15
54,move,"move 19 19",2,441,420,160,18,17,150,19,19,110,14,15
55,move,"move 15 16",3,446,420,160,18,17,150,19,19,110,15,16
56,move,"move 19 18",1,451,420,160,19,18,150,19,19,110,15,16
57,dig,"dig 20 20",2,458,420,160,19,18,150,19,19,110,15,16
58,dig,"dig 16 17",3,465,420,160,19,18,150,19,19,110,15,16
59,dig,"dig 20 19",1,472,420,160,19,18,150,19,19,110,15,16
60,move,"move 20 20",2,477,420,160,19,18,150,20,20,110,15,16
61,move,"move 16 17",3,482,420,160,19,18,150,20,20,110,16,17
62,move,"move 20 19",1,487,420,160,20,19,150,20,20,110,16,17
63,dig,"dig 21 20",2,494,420,160,20,19,150,20,20,110,16,17
64,dig,"dig 17 18",3,501,420,160,20,19,150,20,20,110,16,17
65,move,"move 21 20",1,506,420,160,21,20,150,20,20,110,16,17
66,dig,"dig 20 21",2,513,420,160,21,20,150,20,20,110,16,17
67,move,"move 17 18",3,518,420,160,21,20,150,20,20,110,17,18
68,dig,"dig 22 20",1,525,420,160,21,20,150,20,20,110,17,18
69,move,"move 19 19",2,530,420,160,21,20,150,19,19,110,17,18
70,dig,"dig 18 19",3,534,412,152,21,20,150,19,19,110,17,18
71,shoot,"shoot E",1,550,412,152,21,20,150,19,19,110,17,18
72,move,"move 20 20",2,555,412,152,21,20,150,20,20,110,17,18
73,move,"move 18 19",3,557,404,144,21,20,150,20,20,110,18,19
74,shoot,"shoot E",1,573,404,144,21,20,150,20,20,110,18,19
75,move,"move 19 19",2,578,404,144,21,20,150,19,19,110,18,19
76,dig,"dig 19 20",3,583,396,136,21,20,150,19,19,110,18,19
77,shoot,"shoot E",1,599,396,136,21,20,150,19,19,110,18,19
78,move,"move 20 20",2,604,396,136,21,20,150,20,20,110,18,19
79,move,"move 19 20",3,606,388,128,21,20,150,20,20,110,19,20
80,shoot,"shoot E",1,622,388,128,21,20,150,20,20,110,19,20
81,move,"move 19 21",2,627,388,128,21,20,150,19,21,110,19,20
82,move,"move 20 20",3,629,380,120,21,20,150,19,21,110,20,20
83,shoot,"shoot E",1,645,380,120,21,20,150,19,21,110,20,20
84,move,"move 19 20",2,650,380,120,21,20,150,19,20,110,20,20
