Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,133,400,150,24,28,150,1,16,100,24,4
2,banana,"banana 26 1",3,135,400,150,24,28,150,1,16,100,24,4
3,move,"move 1 17",2,140,400,150,24,28,150,1,17,100,24,4
4,move,"move 24 3",3,145,400,150,24,28,150,1,17,100,24,3
5,banana,"banana 24 8",3,194,400,150,24,28,150,1,17,100,24,3
6,move,"move 25 27",1,199,400,150,25,27,150,1,17,100,24,3
7,move,"move 0 17",2,204,400,150,25,27,150,0,17,100,24,3
8,banana,"banana 22 6",3,253,400,150,25,27,150,0,17,100,24,3
9,dig,"dig 25 26",1,260,400,150,25,27,150,0,17,100,24,3
10,dig,"dig 1 18",2,267,400,150,25,27,150,0,17,100,24,3
11,dig,"dig 23 2",3,274,400,150,25,27,150,0,17,100,24,3
12,dig,"dig 24 26",1,281,400,150,25,27,150,0,17,100,24,3
13,move,"move 0 16",2,286,400,150,25,27,150,0,16,100,24,3
14,move,"move 23 3",3,291,400,150,25,27,150,0,16,100,23,3
15,shoot,"shoot E",1,293,400,150,25,27,150,0,16,100,23,3
16,move,"move 0 15",2,298,400,150,25,27,150,0,15,100,23,3
17,move,"move 24 4",3,303,400,150,25,27,150,0,15,100,24,4
18,dig,"dig 26 27",1,310,400,150,25,27,150,0,15,100,24,4
19,dig,"dig 1 14",2,317,400,150,25,27,150,0,15,100,24,4
20,move,"move 24 5",3,322,400,150,25,27,150,0,15,100,24,5
21,move,"move 24 28",1,327,400,150,24,28,150,0,15,100,24,5
22,move,"move 1 15",2,332,400,150,24,28,150,1,15,100,24,5
23,move,"move 25 4",3,337,400,150,24,28,150,1,15,100,25,4
24,move,"move 23 29",1,342,400,150,23,29,150,1,15,100,25,4
25,move,"move 0 15",2,347,400,150,23,29,150,0,15,100,25,4
26,move,"move 24 4",3,352,400,150,23,29,150,0,15,100,24,4
27,dig,"dig 24 30",1,359,400,150,23,29,150,0,15,100,24,4
28,move,"move 1 14",2,364,400,150,23,29,150,1,14,100,24,4
29,shoot,"shoot SW",3,366,400,150,23,29,150,1,14,100,24,4
30,dig,"dig 22 29",1,373,400,150,23,29,150,1,14,100,24,4
31,move,"move 2 15",2,378,400,150,23,29,150,2,15,100,24,4
32,move,"move 24 5",3,383,400,150,23,29,150,2,15,100,24,5
33,move,"move 24 29",1,388,400,150,24,29,150,2,15,100,24,5
34,shoot,"shoot SE",2,390,400,150,24,29,150,2,15,100,24,5
35,shoot,"shoot S",3,392,400,150,24,29,150,2,15,100,24,5
36,move,"move 24 28",1,397,400,150,24,28,150,2,15,100,24,5
37,dig,"dig 3 14",2,404,400,150,24,28,150,2,15,100,24,5
38,shoot,"shoot SW",3,406,400,150,24,28,150,2,15,100,24,5
39,move,"move 23 27",1,411,400,150,23,27,150,2,15,100,24,5
40,move,"move 1 15",2,416,400,150,23,27,150,1,15,100,24,5
41,shoot,"shoot SW",3,418,400,150,23,27,150,1,15,100,24,5
42,move,"move 24 27",1,423,400,150,24,27,150,1,15,100,24,5
43,dig,"dig 0 14",2,430,400,150,24,27,150,1,15,100,24,5
44,move,"move 24 4",3,435,400,150,24,27,150,1,15,100,24,4
45,move,"move 24 26",1,440,400,150,24,26,150,1,15,100,24,4
46,shoot,"shoot S",2,442,400,150,24,26,150,1,15,100,24,4
47,shoot,"shoot SW",3,444,400,150,24,26,150,1,15,100,24,4
48,dig,"dig 23 26",1,451,400,150,24,26,150,1,15,100,24,4
49,move,"move 0 15",2,456,400,150,24,26,150,0,15,100,24,4
50,move,"move 23 4",3,461,400,150,24,26,150,0,15,100,23,4
51,move,"move 23 26",1,466,400,150,23,26,150,0,15,100,23,4
52,shoot,"shoot SW",2,468,400,150,23,26,150,0,15,100,23,4
53,move,"move 24 4",3,473,400,150,23,26,150,0,15,100,24,4
54,shoot,"shoot NW",1,475,400,150,23,26,150,0,15,100,24,4
55,move,"move 1 16",2,480,400,150,23,26,150,1,16,100,24,4
56,move,"move 24 3",3,485,400,150,23,26,150,1,16,100,24,3
57,shoot,"shoot SE",1,487,400,150,23,26,150,1,16,100,24,3
58,move,"move 1 17",2,492,400,150,23,26,150,1,17,100,24,3
59,move,"move 23 3",3,497,400,150,23,26,150,1,17,100,23,3
60,move,"move 23 27",1,502,400,150,23,27,150,1,17,100,23,3
61,move,"move 2 16",2,507,400,150,23,27,150,2,16,100,23,3
62,shoot,"shoot S",3,509,400,150,23,27,150,2,16,100,23,3
63,dig,"dig 22 26",1,516,400,150,23,27,150,2,16,100,23,3
64,move,"move 2 17",2,521,400,150,23,27,150,2,17,100,23,3
65,move,"move 23 2",3,526,400,150,23,27,150,2,17,100,23,2
66,dig,"dig 22 28",1,533,400,150,23,27,150,2,17,100,23,2
67,shoot,"shoot N",2,535,400,150,23,27,150,2,17,100,23,2
68,dig,"dig 24 1",3,542,400,150,23,27,150,2,17,100,23,2
69,move,"move 23 28",1,547,400,150,23,28,150,2,17,100,23,2
70,dig,"dig 3 17",2,554,400,150,23,28,150,2,17,100,23,2
71,dig,"dig 24 2",3,561,400,150,23,28,150,2,17,100,23,2
72,move,"move 22 29",1,566,400,150,22,29,150,2,17,100,23,2
73,move,"move 1 18",2,571,400,150,22,29,150,1,18,100,23,2
74,dig,"dig 22 2",3,578,400,150,22,29,150,1,18,100,23,2
75,move,"move 22 28",1,583,400,150,22,28,150,1,18,100,23,2
76,move,"move 1 17",2,588,400,150,22,28,150,1,17,100,23,2
77,move,"move 22 1",3,593,400,150,22,28,150,1,17,100,22,1
78,move,"move 22 29",1,598,400,150,22,29,150,1,17,100,22,1
79,move,"move 2 17",2,603,400,150,22,29,150,2,17,100,22,1
80,dig,"dig 21 2",3,610,400,150,22,29,150,2,17,100,22,1
81,move,"move 23 29",1,615,400,150,23,29,150,2,17,100,22,1
82,dig,"dig 2 18",2,622,400,150,23,29,150,2,17,100,22,1
83,invalid,"invalid",3,618,400,150,23,29,150,2,17,100,22,1
84,move,"move 23 28",1,623,400,150,23,28,150,2,17,100,22,1
85,shoot,"shoot W",2,625,400,150,23,28,150,2,17,100,22,1
86,move,"move 22 2",3,630,400,150,23,28,150,2,17,100,22,2
87,shoot,"shoot S",1,632,400,150,23,28,150,2,17,100,22,2
88,move,"move 3 17",2,637,400,150,23,28,150,3,17,100,22,2
89,move,"move 23 2",3,639,392,142,23,28,150,3,17,100,23,2
90,move,"move 24 27",1,644,392,142,24,27,150,3,17,100,23,2
91,move,"move 2 17",2,649,392,142,24,27,150,2,17,100,23,2
92,move,"move 24 2",3,654,392,142,24,27,150,2,17,100,24,2
93,shoot,"shoot N",1,670,392,142,24,27,150,2,17,100,24,2
94,shoot,"shoot NW",2,672,392,142,24,27,150,2,17,100,24,2
95,move,"move 24 1",3,675,384,134,24,27,150,2,17,100,24,1
96,move,"move 25 28",1,680,384,134,25,28,150,2,17,100,24,1
97,move,"move 2 18",2,685,384,134,25,28,150,2,18,100,24,1
98,dig,"dig 25 2",3,692,384,134,25,28,150,2,18,100,24,1
99,shoot,"shoot N",1,708,384,134,25,28,150,2,18,100,24,1
100,dig,"dig 3 18",2,715,384,134,25,28,150,2,18,100,24,1
101,move,"move 25 2",3,720,384,134,25,28,150,2,18,100,25,2
102,shoot,"shoot N",1,733,376,126,25,28,150,2,18,100,25,2
103,move,"move 3 17",2,738,376,126,25,28,150,3,17,100,25,2
104,move,"move 24 3",3,743,376,126,25,28,150,3,17,100,24,3
