Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,28,100,1,16,100,24,4
2,move,"move 23 28",1,121,350,150,23,28,100,1,16,100,24,4
3,move,"move 2 16",2,126,350,150,23,28,100,2,16,100,24,4
4,move,"move 23 4",3,131,350,150,23,28,100,2,16,100,23,4
5,dig,"dig 22 28",1,138,350,150,23,28,100,2,16,100,23,4
6,dig,"dig 3 16",2,145,350,150,23,28,100,2,16,100,23,4
7,dig,"dig 22 4",3,152,350,150,23,28,100,2,16,100,23,4
8,move,"move 22 28",1,157,350,150,22,28,100,2,16,100,23,4
9,move,"move 3 16",2,162,350,150,22,28,100,3,16,100,23,4
10,move,"move 23 5",3,167,350,150,22,28,100,3,16,100,23,5
11,dig,"dig 22 27",1,174,350,150,22,28,100,3,16,100,23,5
12,move,"move 4 16",2,179,350,150,22,28,100,4,16,100,23,5
13,dig,"dig 22 5",3,186,350,150,22,28,100,4,16,100,23,5
14,dig,"dig 21 28",1,193,350,150,22,28,100,4,16,100,23,5
15,dig,"dig 5 16",2,200,350,150,22,28,100,4,16,100,23,5
16,dig,"dig 23 6",3,207,350,150,22,28,100,4,16,100,23,5
17,dig,"dig 21 27",1,214,350,150,22,28,100,4,16,100,23,5
18,move,"move 5 16",2,219,350,150,22,28,100,5,16,100,23,5
19,move,"move 22 5",3,224,350,150,22,28,100,5,16,100,22,5
20,move,"move 21 27",1,229,350,150,21,27,100,5,16,100,22,5
21,dig,"dig 6 16",2,236,350,150,21,27,100,5,16,100,22,5
22,dig,"dig 21 5",3,243,350,150,21,27,100,5,16,100,22,5
23,dig,"dig 20 27",1,250,350,150,21,27,100,5,16,100,22,5
24,move,"move 6 16",2,255,350,150,21,27,100,6,16,100,22,5
25,dig,"dig 22 6",3,262,350,150,21,27,100,6,16,100,22,5
26,move,"move 20 27",1,267,350,150,20,27,100,6,16,100,22,5
27,dig,"dig 7 16",2,274,350,150,20,27,100,6,16,100,22,5
28,dig,"dig 21 6",3,281,350,150,20,27,100,6,16,100,22,5
29,move,"move 20 26",1,286,350,150,20,26,100,6,16,100,22,5
30,move,"move 7 16",2,291,350,150,20,26,100,7,16,100,22,5
31,move,"move 21 6",3,296,350,150,20,26,100,7,16,100,21,6
32,move,"move 19 26",1,301,350,150,19,26,100,7,16,100,21,6
33,dig,"dig 8 16",2,308,350,150,19,26,100,7,16,100,21,6
34,dig,"dig 20 6",3,315,350,150,19,26,100,7,16,100,21,6
35,move,"move 19 25",1,320,350,150,19,25,100,7,16,100,21,6
36,move,"move 8 16",2,325,350,150,19,25,100,8,16,100,21,6
37,move,"move 21 7",3,330,350,150,19,25,100,8,16,100,21,7
38,dig,"dig 18 25",1,337,350,150,19,25,100,8,16,100,21,7
39,move,"move 9 16",2,342,350,150,19,25,100,9,16,100,21,7
40,move,"move 20 7",3,347,350,150,19,25,100,9,16,100,20,7
41,move,"move 18 25",1,352,350,150,18,25,100,9,16,100,20,7
42,move,"move 10 16",2,357,350,150,18,25,100,10,16,100,20,7
43,dig,"dig 19 7",3,364,350,150,18,25,100,10,16,100,20,7
44,dig,"dig 17 24",1,371,350,150,18,25,100,10,16,100,20,7
45,move,"move 11 16",2,371,350,150,18,25,100,10,16,100,20,7
46,move,"move 20 8",3,376,350,150,18,25,100,10,16,100,20,8
47,dig,"dig 18 24",1,383,350,150,18,25,100,10,16,100,20,8
48,banana,"banana 13 15",2,437,350,150,18,25,100,10,16,100,20,8
49,dig,"dig 19 8",3,444,350,150,18,25,100,10,16,100,20,8
50,dig,"dig 17 25",1,451,350,150,18,25,100,10,16,100,20,8
51,banana,"banana 13 17",2,451,350,150,18,25,100,10,16,100,20,8
52,move,"move 20 9",3,456,350,150,18,25,100,10,16,100,20,9
53,move,"move 17 25",1,461,350,150,17,25,100,10,16,100,20,9
54,invalid,"invalid",2,457,350,150,17,25,100,10,16,100,20,9
55,dig,"dig 19 9",3,464,350,150,17,25,100,10,16,100,20,9
56,dig,"dig 16 24",1,471,350,150,17,25,100,10,16,100,20,9
