Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,100,300,100,24,29,100,1,16,100,24,3
2,move,"move (25, 30)",1,105,300,100,25,30,100,1,16,100,24,3
3,move,"move (0, 16)",2,110,300,100,25,30,100,0,16,100,24,3
4,move,"move (24, 2)",3,115,300,100,25,30,100,0,16,100,24,2
5,move,"move (24, 30)",1,120,300,100,24,30,100,0,16,100,24,2
6,move,"move (1, 16)",2,125,300,100,24,30,100,1,16,100,24,2
7,dig,"dig (24, 1)",3,132,300,100,24,30,100,1,16,100,24,2
8,move,"move (23, 30)",1,137,300,100,23,30,100,1,16,100,24,2
9,move,"move (0, 16)",2,142,300,100,23,30,100,0,16,100,24,2
10,move,"move (25, 2)",3,147,300,100,23,30,100,0,16,100,25,2
11,dig,"dig (22, 31)",1,154,300,100,23,30,100,0,16,100,25,2
12,move,"move (0, 15)",2,159,300,100,23,30,100,0,15,100,25,2
13,move,"move (24, 1)",3,164,300,100,23,30,100,0,15,100,24,1
14,move,"move (22, 31)",1,169,300,100,22,31,100,0,15,100,24,1
15,move,"move (0, 16)",2,174,300,100,22,31,100,0,16,100,24,1
16,move,"move (23, 2)",3,179,300,100,22,31,100,0,16,100,23,2
17,move,"move (21, 30)",1,184,300,100,21,30,100,0,16,100,23,2
18,move,"move (1, 15)",2,189,300,100,21,30,100,1,15,100,23,2
19,move,"move (23, 3)",3,194,300,100,21,30,100,1,15,100,23,3
20,dig,"dig (22, 29)",1,201,300,100,21,30,100,1,15,100,23,3
21,move,"move (2, 15)",2,206,300,100,21,30,100,2,15,100,23,3
22,move,"move (24, 3)",3,211,300,100,21,30,100,2,15,100,24,3
23,dig,"dig (20, 30)",1,218,300,100,21,30,100,2,15,100,24,3
24,dig,"dig (3, 16)",2,225,300,100,21,30,100,2,15,100,24,3
25,move,"move (25, 2)",3,230,300,100,21,30,100,2,15,100,25,2
26,move,"move (22, 29)",1,235,300,100,22,29,100,2,15,100,25,2
27,dig,"dig (3, 15)",2,242,300,100,22,29,100,2,15,100,25,2
28,move,"move (24, 1)",3,247,300,100,22,29,100,2,15,100,24,1
29,move,"move (21, 28)",1,252,300,100,21,28,100,2,15,100,24,1
30,move,"move (1, 16)",2,257,300,100,21,28,100,1,16,100,24,1
31,move,"move (25, 2)",3,262,300,100,21,28,100,1,16,100,25,2
32,dig,"dig (22, 27)",1,269,300,100,21,28,100,1,16,100,25,2
33,move,"move (2, 15)",2,274,300,100,21,28,100,2,15,100,25,2
34,move,"move (24, 1)",3,279,300,100,21,28,100,2,15,100,24,1
35,move,"move (22, 27)",1,284,300,100,22,27,100,2,15,100,24,1
36,move,"move (1, 15)",2,289,300,100,22,27,100,1,15,100,24,1
37,move,"move (23, 2)",3,294,300,100,22,27,100,1,15,100,23,2
38,move,"move (21, 27)",1,299,300,100,21,27,100,1,15,100,23,2
39,move,"move (2, 16)",2,304,300,100,21,27,100,2,16,100,23,2
40,move,"move (24, 3)",3,309,300,100,21,27,100,2,16,100,24,3
41,dig,"dig (20, 28)",1,316,300,100,21,27,100,2,16,100,24,3
42,move,"move (1, 17)",2,321,300,100,21,27,100,1,17,100,24,3
43,move,"move (23, 4)",3,326,300,100,21,27,100,1,17,100,23,4
44,move,"move (20, 26)",1,331,300,100,20,26,100,1,17,100,23,4
45,move,"move (0, 17)",2,336,300,100,20,26,100,0,17,100,23,4
46,dig,"dig (22, 3)",3,343,300,100,20,26,100,0,17,100,23,4
47,move,"move (19, 25)",1,348,300,100,19,25,100,0,17,100,23,4
48,dig,"dig (0, 18)",2,355,300,100,19,25,100,0,17,100,23,4
49,move,"move (24, 3)",3,360,300,100,19,25,100,0,17,100,24,3
50,move,"move (20, 25)",1,365,300,100,20,25,100,0,17,100,24,3
51,dig,"dig (1, 18)",2,372,300,100,20,25,100,0,17,100,24,3
52,move,"move (24, 2)",3,377,300,100,20,25,100,0,17,100,24,2
53,move,"move (21, 26)",1,382,300,100,21,26,100,0,17,100,24,2
54,move,"move (1, 16)",2,387,300,100,21,26,100,1,16,100,24,2
55,move,"move (23, 2)",3,392,300,100,21,26,100,1,16,100,23,2
56,dig,"dig (22, 25)",1,399,300,100,21,26,100,1,16,100,23,2
57,move,"move (2, 17)",2,404,300,100,21,26,100,2,17,100,23,2
58,move,"move (24, 3)",3,409,300,100,21,26,100,2,17,100,24,3
59,move,"move (20, 27)",1,414,300,100,20,27,100,2,17,100,24,3
60,move,"move (2, 16)",2,419,300,100,20,27,100,2,16,100,24,3
61,move,"move (23, 2)",3,424,300,100,20,27,100,2,16,100,23,2
62,move,"move (21, 27)",1,429,300,100,21,27,100,2,16,100,23,2
63,move,"move (1, 17)",2,434,300,100,21,27,100,1,17,100,23,2
64,move,"move (22, 3)",3,439,300,100,21,27,100,1,17,100,22,3
65,move,"move (20, 28)",1,444,300,100,20,28,100,1,17,100,22,3
66,move,"move (2, 17)",2,449,300,100,20,28,100,2,17,100,22,3
67,dig,"dig (21, 4)",3,456,300,100,20,28,100,2,17,100,22,3
68,dig,"dig (20, 29)",1,463,300,100,20,28,100,2,17,100,22,3
69,move,"move (2, 16)",2,468,300,100,20,28,100,2,16,100,22,3
70,move,"move (23, 3)",3,473,300,100,20,28,100,2,16,100,23,3
71,move,"move (20, 29)",1,478,300,100,20,29,100,2,16,100,23,3
72,move,"move (1, 16)",2,483,300,100,20,29,100,1,16,100,23,3
73,dig,"dig (22, 4)",3,490,300,100,20,29,100,1,16,100,23,3
74,dig,"dig (19, 29)",1,497,300,100,20,29,100,1,16,100,23,3
75,move,"move (0, 15)",2,502,300,100,20,29,100,0,15,100,23,3
76,move,"move (24, 2)",3,507,300,100,20,29,100,0,15,100,24,2
77,move,"move (20, 28)",1,512,300,100,20,28,100,0,15,100,24,2
78,move,"move (1, 16)",2,517,300,100,20,28,100,1,16,100,24,2
79,move,"move (23, 2)",3,522,300,100,20,28,100,1,16,100,23,2
80,move,"move (20, 29)",1,527,300,100,20,29,100,1,16,100,23,2
81,move,"move (2, 16)",2,532,300,100,20,29,100,2,16,100,23,2
82,move,"move (24, 3)",3,537,300,100,20,29,100,2,16,100,24,3
83,move,"move (19, 30)",1,542,300,100,19,30,100,2,16,100,24,3
84,move,"move (2, 15)",2,547,300,100,19,30,100,2,15,100,24,3
85,move,"move (25, 4)",3,552,300,100,19,30,100,2,15,100,25,4
86,move,"move (19, 31)",1,557,300,100,19,31,100,2,15,100,25,4
87,move,"move (1, 16)",2,562,300,100,19,31,100,1,16,100,25,4
88,move,"move (25, 3)",3,567,300,100,19,31,100,1,16,100,25,3
89,dig,"dig (18, 30)",1,574,300,100,19,31,100,1,16,100,25,3
90,move,"move (1, 15)",2,579,300,100,19,31,100,1,15,100,25,3
91,dig,"dig (26, 3)",3,586,300,100,19,31,100,1,15,100,25,3
92,move,"move (18, 30)",1,591,300,100,18,30,100,1,15,100,25,3
93,move,"move (1, 16)",2,596,300,100,18,30,100,1,16,100,25,3
94,move,"move (25, 4)",3,601,300,100,18,30,100,1,16,100,25,4
95,move,"move (19, 30)",1,606,300,100,19,30,100,1,16,100,25,4
96,move,"move (1, 17)",2,611,300,100,19,30,100,1,17,100,25,4
97,move,"move (24, 4)",3,616,300,100,19,30,100,1,17,100,24,4
98,move,"move (20, 30)",1,621,300,100,20,30,100,1,17,100,24,4
99,move,"move (2, 16)",2,626,300,100,20,30,100,2,16,100,24,4
100,move,"move (24, 3)",3,631,300,100,20,30,100,2,16,100,24,3
101,move,"move (21, 31)",1,636,300,100,21,31,100,2,16,100,24,3
102,move,"move (1, 17)",2,641,300,100,21,31,100,1,17,100,24,3
103,move,"move (25, 3)",3,646,300,100,21,31,100,1,17,100,25,3
104,move,"move (22, 31)",1,651,300,100,22,31,100,1,17,100,25,3
105,move,"move (1, 18)",2,656,300,100,22,31,100,1,18,100,25,3
106,move,"move (26, 3)",3,661,300,100,22,31,100,1,18,100,26,3
107,move,"move (21, 30)",1,666,300,100,21,30,100,1,18,100,26,3
108,move,"move (0, 18)",2,671,300,100,21,30,100,0,18,100,26,3
109,move,"move (25, 2)",3,676,300,100,21,30,100,0,18,100,25,2
110,move,"move (20, 29)",1,681,300,100,20,29,100,0,18,100,25,2
111,move,"move (1, 19)",2,686,300,100,20,29,100,1,19,100,25,2
112,move,"move (24, 2)",3,691,300,100,20,29,100,1,19,100,24,2
113,move,"move (19, 29)",1,696,300,100,19,29,100,1,19,100,24,2
