Round,LastCommandType,LastCommand,ActiveWorm,Score,Health,Worm1 Health,Worm1 x,Worm1 y,Worm2 Health,Worm2 x,Worm2 y,Worm3 Health,Worm3 x,Worm3 y
1,null,"null",1,116,350,150,24,28,100,1,16,100,24,4
2,move,"move 25 27",1,121,350,150,25,27,100,1,16,100,24,4
3,move,"move 2 17",2,126,350,150,25,27,100,2,17,100,24,4
4,move,"move 25 3",3,131,350,150,25,27,100,2,17,100,25,3
5,dig,"dig 25 26",1,138,350,150,25,27,100,2,17,100,25,3
6,dig,"dig 2 18",2,145,350,150,25,27,100,2,17,100,25,3
7,dig,"dig 26 3",3,152,350,150,25,27,100,2,17,100,25,3
8,dig,"dig 26 26",1,159,350,150,25,27,100,2,17,100,25,3
9,move,"move 1 17",2,164,350,150,25,27,100,1,17,100,25,3
10,dig,"dig 24 2",3,171,350,150,25,27,100,1,17,100,25,3
11,dig,"dig 26 28",1,178,350,150,25,27,100,1,17,100,25,3
12,dig,"dig 0 18",2,185,350,150,25,27,100,1,17,100,25,3
13,move,"move 26 3",3,190,350,150,25,27,100,1,17,100,26,3
14,move,"move 25 26",1,195,350,150,25,26,100,1,17,100,26,3
15,dig,"dig 1 18",2,202,350,150,25,26,100,1,17,100,26,3
16,dig,"dig 27 4",3,209,350,150,25,26,100,1,17,100,26,3
17,move,"move 26 26",1,214,350,150,26,26,100,1,17,100,26,3
18,move,"move 1 18",2,219,350,150,26,26,100,1,18,100,26,3
19,move,"move 27 4",3,224,350,150,26,26,100,1,18,100,27,4
20,dig,"dig 27 27",1,231,350,150,26,26,100,1,18,100,27,4
21,dig,"dig 0 19",2,238,350,150,26,26,100,1,18,100,27,4
22,move,"move 28 5",3,243,350,150,26,26,100,1,18,100,28,5
23,dig,"dig 27 26",1,250,350,150,26,26,100,1,18,100,28,5
24,dig,"dig 2 19",2,257,350,150,26,26,100,1,18,100,28,5
25,dig,"dig 27 5",3,264,350,150,26,26,100,1,18,100,28,5
26,move,"move 26 25",1,269,350,150,26,25,100,1,18,100,28,5
27,move,"move 0 19",2,274,350,150,26,25,100,0,19,100,28,5
28,dig,"dig 27 6",3,281,350,150,26,25,100,0,19,100,28,5
29,move,"move 27 24",1,286,350,150,27,24,100,0,19,100,28,5
30,dig,"dig 1 20",2,293,350,150,27,24,100,0,19,100,28,5
31,dig,"dig 28 4",3,300,350,150,27,24,100,0,19,100,28,5
32,dig,"dig 28 24",1,307,350,150,27,24,100,0,19,100,28,5
33,dig,"dig 0 20",2,314,350,150,27,24,100,0,19,100,28,5
34,move,"move 27 5",3,319,350,150,27,24,100,0,19,100,27,5
35,dig,"dig 28 25",1,326,350,150,27,24,100,0,19,100,27,5
36,move,"move 0 20",2,331,350,150,27,24,100,0,20,100,27,5
37,dig,"dig 26 4",3,338,350,150,27,24,100,0,20,100,27,5
38,move,"move 26 23",1,343,350,150,26,23,100,0,20,100,27,5
39,dig,"dig 0 21",2,350,350,150,26,23,100,0,20,100,27,5
40,dig,"dig 26 5",3,357,350,150,26,23,100,0,20,100,27,5
41,dig,"dig 25 23",1,364,350,150,26,23,100,0,20,100,27,5
42,dig,"dig 1 21",2,371,350,150,26,23,100,0,20,100,27,5
43,dig,"dig 26 6",3,378,350,150,26,23,100,0,20,100,27,5
44,dig,"dig 25 22",1,385,350,150,26,23,100,0,20,100,27,5
45,move,"move 1 20",2,390,350,150,26,23,100,1,20,100,27,5
46,move,"move 27 6",3,395,350,150,26,23,100,1,20,100,27,6
47,dig,"dig 25 24",1,402,350,150,26,23,100,1,20,100,27,6
48,dig,"dig 2 20",2,409,350,150,26,23,100,1,20,100,27,6
49,dig,"dig 28 7",3,416,350,150,26,23,100,1,20,100,27,6
50,move,"move 25 23",1,421,350,150,25,23,100,1,20,100,27,6
51,dig,"dig 2 21",2,428,350,150,25,23,100,1,20,100,27,6
52,dig,"dig 27 7",3,435,350,150,25,23,100,1,20,100,27,6
53,move,"move 25 22",1,440,350,150,25,22,100,1,20,100,27,6
54,dig,"dig 1 19",2,447,350,150,25,22,100,1,20,100,27,6
